o1a,,,,,51.621244,-115.608378,2298.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2289.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2276.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2255.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2230.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2215.0,,,,,,,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2135.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2125.0,,,,,,,,,0.8,,20
nf,,,,,51.621244,-115.608378,2155.0,,,,,,,,,,,20
c2,,,,,51.621244,-115.608378,2181.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2200.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2223.0,,,,,,,,,0.8,,20
c1,,,,,51.621244,-115.608378,2250.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2271.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2292.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2308.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2314.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2312.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2307.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2301.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2291.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2281.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2267.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2240.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2216.0,,,,,,,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2124.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2094.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2123.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2166.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2181.0,,,,,,,,,0.8,,20
c1,,,,,51.621244,-115.608378,2199.0,,,,,,,,,0.75,,20
c2,,,,,51.621244,-115.608378,2225.0,,,,,,,,,0.8,,20
c1,,,,,51.621244,-115.608378,2246.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2268.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2289.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2304.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2310.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2309.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2307.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2304.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2294.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2280.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2272.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2252.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2225.0,,,,,,,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2092.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2079.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2124.0,,,,,,,,,0.8,,20
c1,,,,,51.621244,-115.608378,2163.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2185.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2207.0,,,,,,,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2223.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2237.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2256.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2275.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2292.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2302.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2306.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2308.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2308.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2302.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2283.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2269.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2256.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2235.0,,,,,,,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2049.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2069.0,,,,,,,,,0.8,,20
c2,,,,,51.621244,-115.608378,2129.0,,,,,,,,,0.8,,20
c1,,,,,51.621244,-115.608378,2160.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2183.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2205.0,,,,,,,,,0.35,60.0,20
c1,,,,,51.621244,-115.608378,2214.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2225.0,,,,,,,,,0.75,,20
c1,,,,,51.621244,-115.608378,2242.0,,,,,,,,,0.75,,20
o1a,,,,,51.621244,-115.608378,2261.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2281.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2296.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2305.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2309.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2308.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2307.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2291.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2272.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2258.0,,,,,,,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2241.0,,,,,,,,,0.35,60.0,20
