fueltype,lat,lon,elev,ws,waz,ps,saz,cur,cbd,cbh,ccf,ftypeN,fmc,py,jd,jd_min,pc,pdf,time,ffmc,bui,gfl,pattern,tree_height,
C3,51.621244,-115.608378,2092.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2052.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2015.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1974.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1933.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,1909.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1897.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1880.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1874.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1876.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1914.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1923.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1932.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1942.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1961.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,1990.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2024.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2067.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2104.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2114.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2116.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,2121.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2126.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2133.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
O1a,51.621244,-115.608378,2145.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2163.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2194.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2230.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2238.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2217.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2212.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2210.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2202.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C1,51.621244,-115.608378,2205.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,2201.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
NF,51.621244,-115.608378,2172.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
C2,51.621244,-115.608378,2139.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2117.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C3,51.621244,-115.608378,2093.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2058.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,2023.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C3,51.621244,-115.608378,1994.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,1972.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1947.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1923.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1905.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1893.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1893.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1893.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1893.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1930.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1941.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1951.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1953.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,1958.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C1,51.621244,-115.608378,1974.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C3,51.621244,-115.608378,1995.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C1,51.621244,-115.608378,2022.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,2043.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
NF,51.621244,-115.608378,2063.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
NF,51.621244,-115.608378,2080.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
NF,51.621244,-115.608378,2094.000000,,,,,,,,,101,,,,,,,20,,,nan,,,
O1a,51.621244,-115.608378,2112.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2127.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2142.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C1,51.621244,-115.608378,2164.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
C1,51.621244,-115.608378,2198.000000,,,,,,,,,1,,,,,,,20,,,0.750000,,,
O1a,51.621244,-115.608378,2230.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2231.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2203.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2193.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2193.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2186.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2180.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
O1a,51.621244,-115.608378,2155.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2118.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,2089.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
O1a,51.621244,-115.608378,2066.000000,,,,,60,,,,31,,,,,,,20,,,0.350000,,,
C2,51.621244,-115.608378,2039.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C3,51.621244,-115.608378,2010.000000,,,,,,,,,3,,,,,,,20,,,1.150000,,,
C2,51.621244,-115.608378,1985.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1960.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1943.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1931.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1918.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1915.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1917.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1917.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1913.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
C2,51.621244,-115.608378,1907.000000,,,,,,,,,2,,,,,,,20,,,0.800000,,,
